Month,Day,Year,Latitude,Longitude,Number
7,15,2019,41.8,-79.1,1
7,14,2019,38.6,-90.8,1
7,14,2019,39.7,-121.9,1
7,14,2019,39.7,-105,1
7,14,2019,42.6,-73.6,1
7,14,2019,39.7,-75.1,1
7,14,2019,38.7,-77.5,1
7,14,2019,45.5,-73.6,1
7,14,2019,42.9,-80.7,1
7,14,2019,43.4,-83.9,1
7,13,2019,40.9,-73,1
7,13,2019,43,-85.6,1
7,13,2019,39.2,-84.2,1
7,13,2019,44.8,-78,1
7,13,2019,40.7,-75.2,1
7,13,2019,43.5,-89.8,3
7,13,2019,42.8,-74,1
7,13,2019,43.6,-79.4,1
7,13,2019,43.7,-79.4,1
7,13,2019,45.7,-121.5,1
7,13,2019,42.8,-71.3,1
7,12,2019,42.3,-83.8,1
7,12,2019,38,-78.5,1
7,12,2019,40.9,-78.6,3
7,12,2019,32.7,-96.8,1
7,12,2019,40.5,-75.5,2
7,12,2019,42.1,-80,1
7,12,2019,46.9,-96.9,1
7,12,2019,35.2,-92.4,2
7,12,2019,43.1,-87.9,1
7,12,2019,44.7,-73.6,6
7,12,2019,44.3,-73.2,1
7,12,2019,38.6,-90.8,1
7,12,2019,40.2,-75.6,1
7,12,2019,41.1,-76,1
7,12,2019,40,-76.7,1
7,11,2019,43.5,-70.9,1
7,11,2019,40.4,-74.5,2
7,11,2019,38.9,-105,1
7,11,2019,40.6,-73.6,4
7,11,2019,39.4,-76.7,1
7,11,2019,40.7,-111.8,1
7,10,2019,37.9,-122.5,1
7,10,2019,39.6,-84.1,1
7,10,2019,39.3,-104.6,1
7,10,2019,40.6,-105.1,1
7,10,2019,38.3,-77.5,1
7,10,2019,43.9,-83.3,1
7,10,2019,42.1,-71.6,1
7,9,2019,39.9,-77.7,1
7,9,2019,43.2,-76.1,2
7,9,2019,41.3,-72.5,1
7,9,2019,40.3,-74.1,4
7,9,2019,40.6,-105.1,1
7,9,2019,43.6,-72,2
7,9,2019,42.8,-78.9,2
7,9,2019,40.3,-76.8,1
7,9,2019,42.8,-77.7,1
7,9,2019,39.3,-77.6,1
7,9,2019,42.4,-88.2,1
7,9,2019,44.9,-93.3,1
7,9,2019,36.1,-86.9,1
7,9,2019,41.8,-70.5,1
7,9,2019,43.6,-72.4,1
7,9,2019,45.1,-70.3,1
7,8,2019,41.3,-72.5,1
7,8,2019,42.7,-71.8,2
7,8,2019,44.7,-79.6,1
7,8,2019,43,-77.4,1
7,7,2019,34.3,-86.2,1
7,7,2019,42.3,-71.1,1
7,7,2019,42.3,-71.1,1
7,7,2019,44.2,-69.1,1
7,7,2019,43.9,-85.6,1
7,7,2019,41.5,-81.7,4
7,7,2019,44.5,-109.1,1
7,7,2019,39.8,-77.4,2
7,7,2019,43.9,-70.1,1
7,7,2019,42,-88.1,1
7,7,2019,39.5,-77.7,1
7,7,2019,39.3,-94.9,1
7,7,2019,42.2,-71.9,1
7,7,2019,43.2,-78.7,1
7,7,2019,35.9,-80.5,1
7,7,2019,41.6,-71,1
7,7,2019,46.3,-119.3,1
7,7,2019,38.6,-90.3,1
7,7,2019,44.2,-74.5,1
7,7,2019,45,-64.2,2
7,7,2019,39.7,-75.6,1
7,7,2019,43.6,-71.2,1
7,6,2019,40.8,-73.8,1
7,6,2019,41,-76.5,1
7,6,2019,41.7,-87.7,1
7,6,2019,33.9,-89.6,1
7,6,2019,48.5,-117.9,1
7,6,2019,40.2,-76.9,1
7,6,2019,42.4,-71.3,1
7,6,2019,41.7,-111.9,1
7,6,2019,42.7,-83,1
7,6,2019,41.2,-73.4,2
7,6,2019,42.3,-82.9,1
7,5,2019,39.9,-82.9,1
7,5,2019,39.6,-76.5,2
7,5,2019,39.2,-84.3,1
7,5,2019,44,-77.3,1
7,5,2019,43.1,-73.6,1
7,5,2019,42.8,-71.7,1
7,5,2019,42.3,-83.6,2
7,4,2019,43,-76.3,1
7,4,2019,43,-76.3,1
7,4,2019,40.2,-75.6,1
7,4,2019,40.3,-79.7,2
7,4,2019,40.3,-79.7,2
7,4,2019,46.4,-83.9,1
7,4,2019,40.3,-104.7,2
7,4,2019,39,-94.7,1
7,4,2019,42.6,-71,1
7,4,2019,41.9,-71.5,1
7,4,2019,34.3,-118.5,1
7,4,2019,39.4,-87.3,1
7,4,2019,45.7,-121.3,1
7,3,2019,40.8,-73.8,1
7,3,2019,44.5,-70.1,1
7,3,2019,47.9,-97,1
7,3,2019,38.5,-78.9,1
7,3,2019,41.6,-83.7,1
7,3,2019,40,-74.9,1
7,3,2019,40.1,-86,1
7,3,2019,38.9,-77,1
7,2,2019,45.5,-73.3,1
7,2,2019,40.1,-75.2,1
7,2,2019,40.3,-76.4,1
7,2,2019,43.6,-65.3,1
7,2,2019,42.3,-83.4,1
7,2,2019,41.3,-75.8,1
7,2,2019,41.3,-75.8,1
7,2,2019,40.1,-75.1,1
7,1,2019,36.7,-76.2,1
7,1,2019,39.4,-77.4,1
7,1,2019,42.1,-87.8,2
7,1,2019,39.9,-86,2
7,1,2019,37.4,-122.1,1
7,1,2019,41.8,-88.2,1
7,1,2019,40.2,-76.9,1
7,1,2019,31.5,-110.5,1
7,1,2019,44.5,-69.5,1
6,30,2019,40.2,-86,1
6,30,2019,42.4,-122.9,1
6,30,2019,39.2,-76.9,1
6,30,2019,41.5,-81.4,1
6,30,2019,41.1,-73.5,1
6,30,2019,38.7,-76.2,1
6,30,2019,41.5,-87.5,1
6,30,2019,43.5,-79.6,1
6,30,2019,42.2,-71.4,0
6,30,2019,38.9,-84.7,1
6,30,2019,40.3,-76.1,1
6,30,2019,40,-84.3,1
6,29,2019,37.1,-77.2,1
6,29,2019,39.6,-74.8,3
6,29,2019,44.6,-80.9,1
6,29,2019,43.9,-73.8,1
6,29,2019,44.8,-73.1,1
6,28,2019,43.2,-112.3,1
6,28,2019,42.5,-83.8,1
6,28,2019,41.5,-73.4,1
6,28,2019,39.3,-104.7,1
6,28,2019,36,-121.2,1
6,28,2019,40.3,-77.3,1
6,28,2019,45,-93.4,1
6,28,2019,42.3,-71.4,1
6,28,2019,39.6,-76.3,1
6,28,2019,42.5,-70.9,1
6,27,2019,39,-76.9,1
6,27,2019,43.8,-117.9,1
6,27,2019,38.4,-76.4,1
6,27,2019,40.8,-73.1,1
6,27,2019,40.1,-75.3,1
6,27,2019,40.8,-73.1,1
6,27,2019,39.1,-77,1
6,27,2019,38.7,-77.7,2
6,27,2019,40.2,-80.3,1
6,27,2019,39.5,-84.1,1
6,26,2019,34.8,-119.1,1
6,26,2019,46.1,-64.8,1
6,26,2019,42.1,-88.1,1
6,26,2019,43.8,-84,1
6,26,2019,39,-77,1
6,26,2019,40.8,-77.8,1
6,26,2019,39.7,-83.9,1
6,25,2019,46.2,-63.1,1
6,25,2019,40.9,-74,1
6,25,2019,41,-74.2,1
6,25,2019,37.9,-122.5,1
6,25,2019,39.7,-76.1,1
6,24,2019,39.8,-82.6,1
6,24,2019,40.9,-74.2,1
6,24,2019,38.3,-85.5,1
6,24,2019,39.4,-77.6,1
6,24,2019,51.4,-107.5,1
6,24,2019,38.9,-94.8,1
6,24,2019,43.7,-71.2,1
6,23,2019,43.5,-71.2,1
6,23,2019,42.1,-124.3,1
6,23,2019,40.1,-88.3,3
6,23,2019,37.9,-122.3,1
6,23,2019,46.1,-88,1
6,23,2019,40.8,-74.2,1
6,23,2019,40.5,-76.9,1
6,23,2019,40.5,-76.9,1
6,23,2019,42.8,-73.6,2
6,23,2019,41.6,-72.1,1
6,23,2019,33,-96.7,1
6,23,2019,36.9,-86.6,1
6,23,2019,43.6,-79.4,1
6,22,2019,41.1,-74.1,1
6,22,2019,46.1,-74.7,1
6,22,2019,40.7,-74.3,1
6,22,2019,38.2,-78.7,1
6,22,2019,36,-79,1
6,22,2019,41.3,-72.9,1
6,22,2019,38.1,-84.8,1
6,22,2019,42.4,-75,1
6,22,2019,43.4,-73.7,1
6,22,2019,39.1,-77.8,1
6,22,2019,38.6,-90.3,1
6,22,2019,39,-94.7,1
6,22,2019,44.6,-73.3,1
6,22,2019,41.8,-72.8,1
6,22,2019,42.3,-83,1
6,21,2019,38.2,-75.1,1
6,21,2019,33.9,-117.9,2
6,21,2019,42.1,-112.7,1
6,21,2019,43.8,-79.3,1
6,21,2019,39.2,-84.2,1
6,21,2019,42.9,-82.1,1
6,21,2019,42.9,-87.9,1
6,21,2019,36.8,-76.2,1
6,21,2019,41.1,-76.9,1
6,20,2019,44.8,-65.3,1
6,20,2019,33.9,-118,1
6,20,2019,51.4,-102.2,2
6,20,2019,49.9,-97.3,3
6,19,2019,42.4,-123,1
6,19,2019,39.1,-77.3,2
6,19,2019,39.2,-108.6,3
6,19,2019,42.9,-85.6,1
6,19,2019,43,-79.9,1
6,19,2019,44.8,-70.2,1
6,19,2019,40.4,-76.7,1
6,19,2019,50.4,-98.7,1
6,19,2019,39.2,-78.2,1
6,18,2019,42.2,-122.7,1
6,18,2019,39.4,-76.7,1
6,18,2019,43.1,-80.3,1
6,18,2019,43.5,-73.7,1
6,18,2019,46.4,-82.7,2
6,18,2019,45.4,-75.8,1
6,18,2019,44.4,-64.5,1
6,18,2019,40.2,-75,1
6,18,2019,43.2,-77.6,1
6,18,2019,43.1,-85.5,1
6,18,2019,44.7,-85.5,2
6,18,2019,44.2,-74.3,1
6,18,2019,41.3,-75.9,1
6,17,2019,39.1,-77.8,1
6,17,2019,44.3,-73.3,1
6,17,2019,44.4,-78.8,1
6,17,2019,49.4,-96.4,3
6,17,2019,35.2,-89.8,1
6,17,2019,43.1,-79.1,1
6,17,2019,45.2,-75.9,1
6,17,2019,42.7,-83.1,1
6,17,2019,43.2,-77.6,1
6,17,2019,45,-75.2,1
6,17,2019,44.8,-69.4,1
6,17,2019,44,-65.9,1
6,16,2019,40.1,-85.6,1
6,16,2019,40,-75.4,1
6,16,2019,46.1,-66,1
6,16,2019,44.4,-80.1,1
6,16,2019,44.5,-71.9,1
6,16,2019,45.2,-78.6,1
6,16,2019,45.2,-77.2,1
6,16,2019,40.6,-89.5,1
6,16,2019,45.2,-81.7,1
6,16,2019,45.9,-74.1,1
6,16,2019,46.4,-63.2,1
6,16,2019,47.7,-122.3,1
6,16,2019,37.2,-93.3,1
6,16,2019,43.7,-79.3,1
6,15,2019,47.3,-84.6,3
6,15,2019,44.2,-78.1,2
6,15,2019,43.5,-72.8,1
6,15,2019,46.2,-79.5,1
6,15,2019,39.4,-76.8,1
6,15,2019,44,-73.3,1
6,15,2019,39.9,-79.7,1
6,14,2019,46.9,-84.4,1
6,14,2019,41.5,-81.5,2
6,14,2019,43,-78.8,1
6,14,2019,41.9,-95.5,1
6,14,2019,42.2,-76.9,1
6,14,2019,46.5,-81,1
6,14,2019,46.5,-81,1
6,14,2019,38.9,-77.4,1
6,14,2019,39.9,-86,1
6,14,2019,42.7,-71.2,1
6,14,2019,41.7,-81.4,1
6,14,2019,39.9,-74.9,1
6,14,2019,28.1,-82.7,2
6,14,2019,46.5,-84.3,1
6,14,2019,42,-87.8,1
6,14,2019,39.9,-89.6,2
6,14,2019,49.9,-97.3,1
6,14,2019,35.5,-77.4,1
6,13,2019,41.2,-95.9,1
6,13,2019,46.2,-79.4,1
6,13,2019,42.7,-83.5,1
6,13,2019,41.5,-96.5,1
6,13,2019,34.1,-118.2,1
6,13,2019,48.2,-101.3,3
6,13,2019,42.5,-82.9,1
6,13,2019,35.1,-106.3,1
6,13,2019,44.3,-68.9,1
6,13,2019,49.9,-97,4
6,12,2019,41.1,-78.7,1
6,12,2019,40.3,-74.3,1
6,12,2019,42.1,-80.1,1
6,12,2019,33.1,-117.1,2
6,12,2019,42.6,-70.6,1
6,12,2019,47.9,-97,2
6,12,2019,46.1,-88.7,1
6,12,2019,40,-76.3,1
6,12,2019,42.4,-71.2,1
6,12,2019,42.4,-71.3,1
6,12,2019,43.2,-77.6,1
6,12,2019,29.4,-98.5,1
6,12,2019,38.3,-122.5,1
6,12,2019,46.1,-74.5,1
6,12,2019,41.9,-80.5,1
6,12,2019,49.8,-97.1,1
6,11,2019,43,-85.5,2
6,11,2019,40.5,-88.5,1
6,11,2019,40.5,-88.5,1
6,11,2019,40.9,-74,1
6,11,2019,42.7,-78.8,1
6,11,2019,43,-72,1
6,11,2019,42.7,-70.8,1
6,11,2019,39.4,-77.9,1
6,11,2019,43.9,-85,1
6,11,2019,42.3,-87.8,1
6,11,2019,40.2,-100.6,1
6,11,2019,42.7,-82.8,1
6,11,2019,43.8,-89.5,1
6,11,2019,49.5,-96.7,1
6,11,2019,41.4,-72.7,1
6,11,2019,42.6,-72.6,1
6,10,2019,42.5,-71.3,1
6,10,2019,42.2,-88.4,1
6,10,2019,51.2,-100.1,2
6,10,2019,45.8,-93.7,5
6,10,2019,33.2,-96.8,1
6,10,2019,43,-72,1
6,10,2019,41.4,-87.9,1
6,10,2019,43.9,-72.5,1
6,10,2019,37.6,-122.3,3
6,10,2019,38.8,-77.2,1
6,10,2019,49.9,-97,1
6,9,2019,33.9,-84.2,1
6,9,2019,45,-77.8,1
6,9,2019,41.1,-74.9,1
6,9,2019,43.3,-79.8,1
6,9,2019,43.3,-79.8,1
6,9,2019,42.1,-80.1,1
6,9,2019,41.9,-71.8,1
6,9,2019,43.8,-70,2
6,9,2019,44.3,-73,1
6,9,2019,46.9,-98.7,1
6,9,2019,42.8,-84.5,1
6,9,2019,49.3,-97.4,4
6,9,2019,44.8,-78.1,1
6,9,2019,45.7,-89.5,1
6,9,2019,43.2,-77.8,2
6,9,2019,48.5,-89.2,1
6,9,2019,48.4,-89.3,2
6,9,2019,43.6,-72,1
6,9,2019,42.9,-77.3,1
6,9,2019,44,-70.3,1
6,9,2019,42.6,-72.6,1
6,9,2019,45.9,-76.9,1
6,9,2019,42.4,-71.2,1
6,8,2019,42.2,-88.3,1
6,8,2019,44.4,-68.6,1
6,8,2019,45,-79.3,1
6,8,2019,45.7,-93.2,2
6,8,2019,41.5,-112.1,1
6,8,2019,42.7,-83.7,1
6,8,2019,38.2,-84.8,1
6,8,2019,47.8,-90.3,1
6,8,2019,43.5,-80.2,1
6,8,2019,45.2,-93,3
6,8,2019,43,-85.1,1
6,8,2019,46.3,-83.9,1
6,8,2019,46.3,-83.9,1
6,8,2019,49.7,-94.3,1
6,8,2019,45.1,-64.6,1
6,8,2019,41.3,-71.9,5
6,8,2019,43.8,-75.5,1
6,8,2019,42.2,-71.3,2
6,8,2019,43.7,-71.5,1
6,8,2019,45.9,-93.2,1
6,8,2019,48.1,-89.6,1
6,8,2019,41.4,-71.9,1
6,8,2019,48.4,-89.6,5
6,8,2019,43.1,-77.5,1
6,8,2019,41.2,-74.1,1
6,8,2019,42.3,-74.4,2
6,8,2019,42.4,-83.3,1
6,8,2019,41.3,-73.5,1
6,8,2019,48.6,-88.7,1
6,8,2019,43.7,-72.6,1
6,8,2019,44.6,-79.8,1
6,8,2019,48.5,-89.2,4
6,8,2019,43.8,-79.3,1
6,8,2019,43.5,-81.3,2
6,8,2019,41.6,-71.1,1
6,7,2019,43.2,-76.4,1
6,7,2019,40.8,-124,1
6,7,2019,42.5,-83.8,1
6,7,2019,45.9,-60,1
6,7,2019,42.1,-79.3,1
6,7,2019,42.5,-83,1
6,7,2019,43.7,-80.4,3
6,7,2019,45.2,-98.1,1
6,7,2019,44.3,-79.5,1
6,7,2019,46.3,-87.5,1
6,7,2019,49.9,-94.4,1
6,7,2019,42.8,-83.3,1
6,7,2019,43,-89.4,1
6,7,2019,42.8,-73.6,1
6,7,2019,37.6,-106.1,2
6,7,2019,46.3,-96.9,3
6,7,2019,41.3,-72.9,1
6,7,2019,41.4,-72.9,2
6,7,2019,39.2,-76.5,1
6,7,2019,43.2,-78.9,1
6,7,2019,35.6,-106,1
6,7,2019,44.7,-79.5,1
6,7,2019,43.4,-95.1,1
6,7,2019,49.1,-96.6,2
6,7,2019,48.5,-89.3,1
6,7,2019,43.3,-78,1
6,7,2019,32.3,-110.9,1
6,7,2019,40.2,-75.1,1
6,7,2019,43.4,-80.6,1
6,7,2019,41.9,-88.2,1
6,7,2019,50.2,-99,1
6,6,2019,42.4,-71.2,1
6,6,2019,40.4,-83,1
6,6,2019,44.6,-75.9,2
6,6,2019,39.6,-84.1,1
6,6,2019,44.1,-73.1,1
6,6,2019,46.8,-92.1,1
6,6,2019,47,-92.2,5
6,6,2019,46.8,-92.1,1
6,6,2019,40.9,-74,1
6,6,2019,40.2,-76.2,1
6,6,2019,43,-76.1,1
6,6,2019,44.4,-100.4,1
6,6,2019,44.2,-79.5,1
6,6,2019,44.5,-88,1
6,6,2019,40.3,-79.5,1
6,6,2019,47.1,-88.6,2
6,6,2019,46.2,-83.9,2
6,6,2019,46.5,-90.2,1
6,6,2019,41.6,-90.4,1
6,6,2019,40.8,-96.6,1
6,6,2019,40.6,-74.6,1
6,6,2019,46.2,-90.1,2
6,6,2019,47,-94.8,4
6,6,2019,41.3,-73,1
6,6,2019,43.4,-72,1
6,6,2019,43.7,-72.4,1
6,6,2019,48,-92.8,1
6,6,2019,45.5,-75.6,1
6,6,2019,45.4,-75.7,1
6,6,2019,44.7,-80.9,2
6,6,2019,40.8,-74,1
6,6,2019,43.4,-72.5,1
6,6,2019,44.3,-78.3,1
6,6,2019,39.7,-86.4,1
6,6,2019,41,-74.1,1
6,6,2019,43.4,-84,1
6,6,2019,43.3,-84.1,1
6,6,2019,45.6,-94.2,2
6,6,2019,46.5,-84.2,1
6,6,2019,41.1,-85.9,1
6,6,2019,49.2,-98,1
6,6,2019,42.6,-83,1
6,6,2019,43.8,-79.4,1
6,6,2019,43.6,-79.6,1
6,6,2019,47,-91.7,1
6,6,2019,46.9,-98,1
6,6,2019,42.5,-71.2,1
6,5,2019,42.3,-83.8,1
6,5,2019,44.2,-96.8,1
6,5,2019,39,-84.8,1
6,5,2019,45.8,-82.6,2
6,5,2019,44.9,-93.5,1
6,5,2019,41.9,-87.7,1
6,5,2019,39.9,-75.7,1
6,5,2019,46.8,-92.1,7
6,5,2019,45.9,-89.4,1
6,5,2019,47.6,-96.2,1
6,5,2019,43.1,-86.2,1
6,5,2019,42.4,-88,1
6,5,2019,41.1,-96.3,1
6,5,2019,42.8,-86.1,2
6,5,2019,40.4,-109.3,1
6,5,2019,39.2,-94.6,1
6,5,2019,43.8,-91.3,1
6,5,2019,45.1,-87.6,3
6,5,2019,44.9,-93.3,1
6,5,2019,46.5,-92.8,2
6,5,2019,44.6,-79.5,1
6,5,2019,41.6,-88.1,1
6,5,2019,47.5,-122.2,1
6,5,2019,40.4,-75.7,1
6,5,2019,42.8,-97.3,1
6,5,2019,44.3,-68.6,1
6,5,2019,45.4,-73.6,1
6,5,2019,48.1,-96.4,1
6,5,2019,44.3,-88.9,1
6,5,2019,46.3,-96.6,2
6,5,2019,45,-89.6,1
6,5,2019,44.1,-98.6,1
6,5,2019,44.2,-80.6,2
6,5,2019,49.9,-97.1,1
6,5,2019,49.9,-97.1,1
6,5,2019,49.8,-97.2,1
6,5,2019,40,-75.3,2
6,5,2019,40,-76.7,1
6,4,2019,40.2,-75.2,2
6,4,2019,46.5,-90.8,2
6,4,2019,42.7,-83.2,1
6,4,2019,39.1,-86.6,1
6,4,2019,39.9,-105.1,1
6,4,2019,41.5,-81.6,1
6,4,2019,44.1,-96.8,1
6,4,2019,47,-92.2,1
6,4,2019,46.8,-92.1,1
6,4,2019,47.5,-92.5,1
6,4,2019,43.7,-88.9,3
6,4,2019,45.1,-92.9,1
6,4,2019,44.9,-69.5,1
6,4,2019,40.5,-78,1
6,4,2019,46.5,-90.2,3
6,4,2019,46.9,-98.6,1
6,4,2019,46.7,-96.1,1
6,4,2019,44.7,-93.3,1
6,4,2019,40,-76.4,1
6,4,2019,45.1,-85.7,1
6,4,2019,40.4,-90.2,1
6,4,2019,38,-84.5,1
6,4,2019,44.8,-87.6,4
6,4,2019,46,-86.2,1
6,4,2019,38.8,-94.7,1
6,4,2019,48.1,-91.4,1
6,4,2019,47.8,-95,1
6,4,2019,43.4,-84,1
6,4,2019,47.1,-91.9,6
6,4,2019,45,-93.1,1
6,4,2019,41.8,-73.8,1
6,4,2019,43.5,-71.6,1
6,4,2019,42.6,-83.1,2
6,4,2019,41.9,-79.9,1
6,4,2019,42.7,-85.7,1
6,4,2019,45,-64.2,1
6,4,2019,42.4,-123.5,1
6,4,2019,49.9,-97.1,1
6,3,2019,42.9,-82.9,1
6,3,2019,42.3,-72.5,1
6,3,2019,44.3,-88.4,1
6,3,2019,45.7,-85.5,1
6,3,2019,37.7,-84.7,1
6,3,2019,40.4,-76.9,1
6,3,2019,43,-83.5,1
6,3,2019,38.8,-91,1
6,3,2019,36.3,-115.2,1
6,3,2019,42.4,-83.4,1
6,3,2019,49.8,-97.6,1
6,3,2019,39.4,-108.1,1
6,3,2019,39.9,-82.8,1
6,3,2019,41.2,-81.2,1
6,3,2019,44.8,-95.2,1
6,3,2019,45,-93.1,1
6,3,2019,35.6,-106.1,2
6,3,2019,44.8,-93.4,1
6,3,2019,41.1,-73.9,1
6,3,2019,43.8,-79.2,1
6,3,2019,46.3,-90.1,2
6,3,2019,40.8,-74.2,1
6,3,2019,42.8,-88.7,2
6,3,2019,49.2,-97.9,1
6,3,2019,49.9,-97,1
6,2,2019,44.3,-88.4,1
6,2,2019,42.4,-71.2,2
6,2,2019,44.4,-79.2,1
6,2,2019,40.7,-73.9,1
6,2,2019,43,-78.8,1
6,2,2019,44.8,-95.8,1
6,2,2019,44.8,-86.1,1
6,2,2019,44.7,-85.6,2
6,2,2019,44.8,-79.4,1
6,2,2019,43.3,-79.9,1
6,2,2019,43,-72,1
6,2,2019,42,-88,1
6,2,2019,39.6,-84.9,1
6,2,2019,43,-89.5,2
6,2,2019,40.6,-74.5,2
6,2,2019,45.2,-93.3,1
6,2,2019,43.6,-79.6,1
6,2,2019,39,-94.7,2
6,2,2019,41.8,-81.3,3
6,2,2019,42.9,-72,1
6,2,2019,42.2,-83.2,1
6,2,2019,43.7,-83.5,1
6,2,2019,44.8,-79.6,1
6,2,2019,39.8,-75.1,1
6,2,2019,44.9,-94.2,1
6,2,2019,42,-87.8,2
6,2,2019,44.5,-79.8,1
6,2,2019,42.6,-71.3,1
6,2,2019,39.9,-105,2
6,2,2019,40.3,-74.8,1
6,2,2019,45.2,-87.7,2
6,2,2019,42.5,-83.4,1
6,2,2019,44.1,-91.7,1
6,2,2019,39.9,-76.7,1
6,1,2019,39.5,-74.5,1
6,1,2019,43,-71.9,1
6,1,2019,42.5,-89,1
6,1,2019,43.6,-96.6,1
6,1,2019,41.3,-72.8,1
6,1,2019,40.9,-79.9,1
6,1,2019,41.4,-81.4,1
6,1,2019,40.3,-75.2,1
6,1,2019,35,-92.4,1
6,1,2019,44.9,-96.1,1
6,1,2019,43,-88.4,1
6,1,2019,41.1,-78.8,1
6,1,2019,40.8,-74.1,1
6,1,2019,40.9,-74.3,1
6,1,2019,40.8,-84.2,1
6,1,2019,44.3,-80.5,2
6,1,2019,44.3,-83.9,1
6,1,2019,40.6,-75.3,1
6,1,2019,40.1,-75.9,1
6,1,2019,43.8,-74.3,1
6,1,2019,39.2,-94.9,1
6,1,2019,43.1,-79,2
6,1,2019,42.2,-88,1
6,1,2019,43.2,-78.7,1
6,1,2019,42.3,-122.8,1
6,1,2019,40.1,-76.5,1
6,1,2019,40.3,-75,1
6,1,2019,40.7,-77.9,1
6,1,2019,45.7,-90.4,1
6,1,2019,40.4,-75.2,1
6,1,2019,44.1,-92.5,2
6,1,2019,44.9,-123,1
6,1,2019,39.3,-75.5,1
6,1,2019,40.3,-76.6,1
6,1,2019,45.2,-88.5,1
6,1,2019,44.6,-85.7,2
6,1,2019,39.3,-120.2,2
6,1,2019,42.4,-73.7,2
6,1,2019,43,-88.4,1
6,1,2019,44.9,-92.3,3
5,31,2019,45.2,-93.4,1
5,31,2019,42.2,-88.2,1
5,31,2019,46.3,-95.7,1
5,31,2019,39.7,-74.1,1
